Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
01/06/2021,2,01.01.2021 - 07.01.2021,17:00,YOBE,GEIDAM,GEIDAM, ,12.895204,11.926469," ISWAP  operatives with rifles aboard vehicles attacked a GF/NA position on the outskirts of the town, prompting GF to return fire until the operatives retreated towards the town. During the armed clash, GF killed two operatives. While in the town, the operatives set on fire two houses, vehicles and some shops. The operatives *burlary* shops, a bank and a pharmacy and *theft / mugging* foodstuff, money, drugs and other valuables. About two hours later, the operatives returned to the GF/NA position at the outskirt of the town and exchanged fire with GF until the operatives retreated again towards the town. One male civilian and a girl child sustained injury from stray bullets. The operatives remained in the town until 0300hrs on 07.01.2021. ISWAP claimed the attack via Amaq on 07.01.2021.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
01/06/2021,2,01.01.2021 - 07.01.2021,21:00,BORNO,KONDUGA,SHETTIMARI,KONDUGA - BAMA RD,11.557399,13.566599,"GF/NA *ambush* OAG operatives that were crossing a road in the area and exchanged fire with them. GF killed seven operatives and recovered bicycles, carts, and foodstuff.",Ambush,Attack,Armed Conflict,Government Forces,OAG,0
01/06/2021,2,01.01.2021 - 07.01.2021,U/N,BORNO,DAMBOA,GORIGI, ,11.464833,12.342082,GF/NA during an operation encountered  ISWAP  operatives and exchanged fire with them until the operatives withdrew. GF killed at least 12 operatives and seized weapons and ammunition. GF recovered one VBIED vehicle and destroyed another. ISWAP claimed to have repelled the attack via Amaq on 07.01.2021.,SAF attack,Attack,Armed Conflict,Government Forces,OAG,0
01/06/2021,2,01.01.2021 - 07.01.2021,U/N,BORNO,DAMBOA,ALAGARNO, ,11.195066,13.061526,GF/NAF conducted airstrikes against a suspected OAG camp. They killed at least two operatives and destroyed OAG buildings.,Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
01/07/2021,2,01.01.2021 - 07.01.2021,00:00,BORNO,KONDUGA,NGOMARI, ,11.867199,13.033969," OAG operatives with rifles entered a residence, shot and killed three male civilians for unknown reasons and *theft / mugging* foodstuff and livestock. While leaving, vigilantes sighted and exchanged fire with them. One vigilante member was killed during the armed clash.",Execution,Attack,Terrorism,OAG,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,03:00,ADAMAWA,MUBI NORTH,MUBI, ,10.2451,13.260199,"Criminals *burlary* a residence, *burglary* the window of a car parked within the premises and *theft / mugging* the car battery.",Burglary,Theft,Criminality,Criminals,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,06:00,BORNO,KUKAWA,MALUM KARAMTI, ,13.025565,13.805101,"OAG operatives with rifles aboard a vehicle entered this area, gathered fishermen and farmers and preached to them. Two male teenagers willingly left with the operatives.",Intimidation,Rule,Terrorism,OAG,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,09:00,BORNO,GWOZA,KIVA,PULKA - GWOZA RD,11.203009,13.766799,GF/NA during an operation recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
01/07/2021,2,01.01.2021 - 07.01.2021,13:00,YOBE,JAKUSKO,YIM, ,12.749099,10.770099,"Herdsmen armed with handguns, machetes **knife attack* attack*, sticks, bows and arrows attacked civilians and farmers in the village. GF/NPF from Gashua town deployed and exchanged fire with them until the herdsmen retreated.  The herdsmen shot and injured one GF member and 12 civilians during the armed clash.",Ethno-political clash,Attack,Armed Conflict,Tribal Militia,Tribal Militia,1
01/07/2021,2,01.01.2021 - 07.01.2021,13:00,BORNO,BAMA,MANDARI , ,11.39927,13.735309,"OAG operatives with rifles shot sporadically at civilians fetching firewood in this area, which prompted them to flee. The operatives set on fire one civilian vehicle before they withdrew. No casualties reported.",SAF attack,Attack,Terrorism,OAG,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,21:00,BORNO,BAMA,BANKI, ,11.2486,14.149999,"OAG operatives with rifles approached a GF/NA position in the location, prompting GF/NA and GF/CJTF members to open fire at them. The armed clash lasted for a few minutes until the operatives withdrew. During the armed clash, the operatives shot and injured two GF/NA members while GF shot and killed two operatives, recovered two rifles and one locally made gun.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
01/07/2021,2,01.01.2021 - 07.01.2021,00:00,YOBE,TARMUA,NGABOBI,,12.12279987,11.61120033,"A male civilian armed with a *knife attack* stabbed and killed another male civilian following a disagreement at a party. Relatives of the victim who were present at the scene immediately retaliated and injured at least 15 civilians with cutlasses, bows and arrows. Subsequently,  GF/NPF recovered the dead body of a male civilian in the morning and moved it to Babbangida hospital. GF also moved 15 injured civilians to the hospital.  ",Knife attack,Attack,Criminality,Criminals,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,13:00,YOBE,JAKUSKO,YIM,,12.74909973,10.77009964,"Herdsmen armed with handguns, machetes **knife attack* attack*, sticks, bows and arrows attacked civilians and farmers in the village. GF/NPF from Gashua town deployed and exchanged fire with them until the herdsmen retreated.  The herdsmen shot and injured one GF member and 12 civilians during the armed clash.",Ethno-political clash,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
01/07/2021,2,01.01.2021 - 07.01.2021,15:00,BORNO,MMC/JERE,MAIDUGURI,,11.83870029,13.06060028,"Criminals *burlary* the private residence of an INGO staff member while he was away. They *theft / mugging* two laptops, money, clothing, jewelry and damaged the furniture.",Burglary,Theft,Criminality,Criminals,INGO,1
01/07/2021,2,01.01.2021 - 07.01.2021,18:00,BORNO,KUKAWA,KUKAWA,,12.92475319,13.56616783,"OAG operatives with rifles and knives entered the town. They identified, apprehended *arrest* *arrest* and executed three herdsmen by slitting their throats. Reportedly, the herdsmen failed to pay the informal tax imposed on them by the operatives. ",Execution,Attack,Terrorism,OAG,Civilians,0
01/07/2021,2,01.01.2021 - 07.01.2021,21:00,BORNO,BAMA,BANKI,,11.24860001,14.14999962,"OAG operatives with rifles approached a GF/NA position in the location, prompting GF/NA and GF/CJTF members to open fire at them. The armed clash lasted for a few minutes until the operatives withdrew. During the armed clash, the operatives shot and injured two GF/NA members while GF shot and killed two operatives, recovered two rifles and one locally made gun.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
01/07/2021,2,01.01.2021 - 07.01.2021,21:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Three ‘Kalare’ gang members armed with knives injured a male motorized tricycle driver and robbed him of money along the street.,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,02:00,GOMBE,SHOMGOM,BURAK,,9.616666794,11.26666737,Suspected Kidnap and Kidnap/Abductionionpers armed with handguns aboard three motorcycles arrived at a private residence and attempted to Kidnap/Abduction a male civilian. Nearby vigilantes sighted and exchanged fire with them until the criminals retreated and abandoned a motorcycle. ,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,10:00,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,"A group of motorized tricycle drivers armed with sticks and machetes **knife attack* attack*' gathered at their associations office and threatened to set up a parallel office which resulted in a disagreement. GF/NPF deployed and fired teargas, prompting the crowd to disperse. Subsequently, the traditional leader of the area announced the immediate suspension of commercial tricycle activities within the town until further notice. ",Physical assault,Attack,Criminality,Criminals,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,10:00,ADAMAWA,NUMAN,BARE,,9.600000381,12.05000019,Criminals *theft / mugging* a motorized tricycle parked along a street.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,11:00,BORNO,NGALA,NGALA,,12.34770012,14.17619991,"Two children picked up a UXO in the vicinity of 20 Housing unit. While they were handling the ordnance it exploded, injuring them.",UXO explosion,Other Act,Terrorism,OAG,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,11:00,BORNO,KONDUGA,TUNGUSHE,,12.03880596,13.07265472," ISWAP  operatives with rifles aboard four light trucks mounted with HMGs attacked a GF/NA position in the vicinity of Gajiganna axis. GF exchanged fire with the operatives, fired several mortar bombs at them and subsequently deployed Close Air Support (CAS) which prompted the operatives to retreat. Casualty figures are unknown. ISWAP claimed the attack via Amaq on 09.01.2021.",IDF attack,Attack,Armed Conflict,OAG,Government Forces,0
01/08/2021,2,08.01.2021 - 14.01.2021,11:00,BORNO,DAMBOA,KAFA,,11.31196022,12.46765041,"A GF/NA vehicle that was part of a GF convoy in transit, hit an  ISWAP  road-planted IED along a secondary road. The explosion injured four GF members and damaged the vehicle. Shortly after, another GF/NA vehicle hit a second IED a few meters away from the first scene. The explosion injured two GF members and damaged the vehicle. ISWAP claimed the attack via Amaq on 09.01.2021.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
01/08/2021,2,08.01.2021 - 14.01.2021,11:00,BORNO,GWOZA,SAMBISA FOREST,,11.25,13.41666698,GF/NAF conducted airstrikes against a suspected OAG camp. They killed at least three suspected operatives and destroyed buildings.,Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
01/08/2021,2,08.01.2021 - 14.01.2021,12:00,BORNO,NGANZAI,GAMBORI,MONGUNO - GAJIRAM RD,12.55920029,13.29669952,OAG operatives with rifles set up an *IVCP* along the road. They stopped several commercial vehicles in transit and robbed the passengers of money and other valuables. GF Close Air Support (CAS) approached the scene which prompted the operatives to retreat.,IVCP,Theft,Terrorism,OAG,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,16:00,YOBE,GUJBA,NGURBUWA,,11.53800011,12.0927,"OAG operatives with rifles infiltrated this area, asked questions regarding the whereabouts of GF members and subsequently set on fire a health facility and a borehole before withdrawing. No casualties were reported.",Intimidation,Attack,Terrorism,OAG,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,16:00,YOBE,BADE,GASHUA,,12.88029957,11.03919983,A male criminal raped *SEA* a nine-year-old girl in a private residence. Nearby civilians apprehended *arrest* *arrest* and handed him over to GF/NPF. ,SEA,Attack,Criminality,Criminals,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,16:00,BORNO,KONDUGA,MAKINTA MELERI,,11.64519501,13.34841824,"GF/NA following a tip-off arrested a female civilian suspected of being an OAG BBIED carrier. She was sighted attempting to enter the town by civilians working on the outskirts of the town who immediately notified the GF. Subsequently, GF arrested her for further interrogation, however no explosive vest was found on her. After the interrogation, the suspect revealed the location where she had hid her explosive vest on 10.01.2021.",Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
01/08/2021,2,08.01.2021 - 14.01.2021,17:00,BORNO,BAMA,DAREL JAMAL,,11.32649994,13.96650028,"GF/CJTF together with vigilantes on patrol encountered OAG operatives and exchanged fire with them. GF killed three operatives and recovered one rifle, one motorcycle and foodstuff.",SAF attack,Attack,Armed Conflict,Government Forces,OAG,0
01/08/2021,2,08.01.2021 - 14.01.2021,18:00,YOBE,YUSUFARI,YUSUFARI,,13.06830025,11.17580032,"Two groups of Fulani herdsmen armed with machetes **knife attack* attack* clashed with each other in the market, following a disagreement. Three male herdsmen were injured during the clash.",Ethno-political clash,Attack,Armed Conflict,Civilians,Civilians,0
01/08/2021,2,08.01.2021 - 14.01.2021,18:00,ADAMAWA,YOLA NORTH,JIMETA,,9.267049789,12.44468975,Nigerian Drug Law Enforcement Agency (NDLEA) members during an operation arrested 11 male drug dealers in possession of narcotics.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
01/08/2021,2,08.01.2021 - 14.01.2021,21:00,ADAMAWA,MICHIKA,MICHIKA,,10.62048912,13.38877964,"Suspected  Kidnap/Abductionion  Kidnap/Abductionion Abductionionpers armed with handguns  Kidnap/Abductionion  Kidnap/Abductionion Abductionion a male civilian in this location. GF/NA rescued the  Kidnap/Abductionion  Kidnap/Abductionion Abductionion civilian on the outskirt of the area, on 09.01.2021.",Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,01:00,BORNO,DIKWA,DIKWA,,12.03488064,13.91870022,"OAG operatives with rifles entered this area and robbed residents of foodstuff, money and other valuables. ",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,08:00,BORNO,MAGUMERI,KARNOWA,MAIDUGURI - GAJIRAM RD,12.14019966,13.0735302,OAG operatives with rifles set up an *IVCP* along this road. They stopped several commercial vehicles in transit and robbed the passengers of money and other valuables .,IVCP,Theft,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,09:00,BORNO,GWOZA,SAMBISA FOREST,,11.24311256,13.4527998,GF/NAF conducted airstrikes against a suspected OAG camp. They killed at least two operatives and destroyed OAG buildings .,Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
01/09/2021,2,08.01.2021 - 14.01.2021,10:00,BORNO,KUKAWA,DORON BAGA,,13.14649963,13.86779976,"OAG operatives with rifles on foot approached this location and shot sporadically at fishermen. As a result one male fisherman was killed, while others managed to escape.",SAF attack,Attack,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,13:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61849976,13.33216,OAG operatives with rifles set up an *IVCP* along this road. They stopped several commercial vehicles in transit and robbed the passengers of money and other valuables before allowing them to continue their journey.,IVCP,Theft,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,13:00,BORNO,DIKWA,NJAMAINA,,12.06741714,13.93683338,OAG operatives with rifles shot and killed nine civilians while they were fetching firewood.  Two other civilians were declared missing.,SAF attack,Attack,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,15:00,YOBE,GUJBA,KASACHIA,GUBJA - BIU RD,11.44328022,11.95446014," ISWAP  operatives with rifles aboard two motorcycles and four vehicles mounted with HMGs *ambush* a convoy of GF/NA on transit along the road while a BBIED carrier detonated. GF exchanged fire with them for several minutes and eventually retreated to Gujba town. During the exchange of fire, the operatives reportedly killed eight GF members while several others were declared missing. The operatives also set on fire three GF vehicles, at least two construction equipment and subsequently went after the GF members and attacked Gujba town. ISWAP claimed the attack via Amaq on 10.01.2021.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
01/09/2021,2,08.01.2021 - 14.01.2021,15:00,BORNO,MAFA,MAIWA,,11.88000011,13.44439983," ISWAP  operatives *armed attack* a GF position prompting local hunters in the location to return fire. The exchange lasted briefly until the local hunters withdraw. During the exchange, the operatives killed two local hunters, injured another and seized two vehicles. ISWAP claimed the attack via Amaq on 09.01.2021.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
01/09/2021,2,08.01.2021 - 14.01.2021,16:00,YOBE,GUJBA,GUJBA,,11.50057983,11.93389034," ISWAP  operatives with rifles aboard vehicles mounted with HMGs infiltrated the town, fired shots into the air and set on fire a public primary school. They also approached a health facility managed by an INGO, which prompted staff and some patients to flee. Afterwards, the operatives *theft / mugging* an ambulance at the facility and a vehicle within the town before they withdrew towards the eastern outskirts of Kasachia. Shortly after, GF/NA reinforcement team from Damaturu town trailed and exchanged fire with them until the operatives retreated. GF killed 28 operatives, seized weaponry and two OAG vehicles while the operatives killed one GF member and injured another. Reportedly, GF also recovered the *theft / mugging*n ambulance with its windscreen damaged, while the operatives escaped with the vehicle. This incident followed an OAG ambush at Kasachia along Gujba-Buni Yadi road at about 1500hrs.ISWAP claimed the attack via Amaq on 10.01.2021.",SAF attack,Attack,Terrorism,OAG,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,16:00,ADAMAWA,MUBI NORTH,MUBI,,10.26595974,13.27225018,"Criminals *burlary* a shop within this market and *theft / mugging* a bag containing money, phone and other valuables while the shop attendant was not paying attention. The victim reported the incident to GF/NPF. No arrest was made.",Burglary,Theft,Criminality,Criminals,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,19:00,GOMBE,GOMBE,GOMBE,,10.27779961,11.17020035,Three ‘Kalare’ gang members armed with knives robbed a male civilian of money and other valuables in front of his shop.,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,19:00,ADAMAWA,YOLA SOUTH,YOLA,,9.210399628,12.46570015,‘Shilla’ gang members standing along the street snatched a purse from a female civilian while she was aboard a moving motorized tricycle.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,23:00,ADAMAWA,DEMSA,DEMSA,NUMAN - YOLA RD,9.411600113,12.14570045,Criminals armed with handguns set up an *IVCP* along this road. They stopped at least five commercial vehicles in transit and robbed passengers of their money and other valuables. ,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
01/09/2021,2,08.01.2021 - 14.01.2021,23:00,ADAMAWA,MICHIKA,MICHIKA,,10.62048912,13.38877964,Suspected  Kidnap/Abductionion  Kidnap/Abductionion Abductionionpers armed with handguns and machetes **knife attack* attack* *burglary* into a private residence and  Kidnap/Abductionion  Kidnap/Abductionion Abductionion a male civilian. They also shot and injured the son of the victim while the wife was also injured with a machete.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,56
01/09/2021,2,08.01.2021 - 14.01.2021,U/N,ADAMAWA,MICHIKA,MICHIKA,,10.60830975,13.40699959,"GF/NA following a tip-off, rescued a  male civilian on the outskirts of this area. The victim had been Kidnap/Kidnap/Abductionion by suspected Kidnap/Kidnap/Abductionionpers in Michika town on 08.01.2021.",Hostage release,Recover / Seize,Armed Conflict,Government Forces,OAG,0
01/10/2021,3,08.01.2021 - 14.01.2021,02:00,ADAMAWA,DEMSA,NASARAWO,,9.449859619,12.04751015,Vigilantes apprehended *arrest* *arrest* six male criminals and recovered knives and machetes **knife attack* attack* from them. They later handed over the criminals to GF/NPF.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
01/10/2021,3,08.01.2021 - 14.01.2021,03:00,ADAMAWA,MUBI SOUTH,NASSARAWO,,10.25049973,13.28279972,Criminals *burlary* a private residence and *theft / mugging* a generator kept outside while the occupants were asleep.,Burglary,Theft,Criminality,Criminals,Civilians,0
01/10/2021,3,08.01.2021 - 14.01.2021,03:00,YOBE,DAMATURU,DAMATURU,,11.71660042,11.95689964,Criminals *burlary* a private residence and *theft / mugging* a television set and other valuables while the occupants were asleep.,Burglary,Theft,Criminality,Criminals,Civilians,0
